Country Name,Country Code,Indicator Name,Indicator Code,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Low income,LIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,29.64140938,29.99566643,30.34008881,30.61846039,30.86928688,31.12422227,31.39728851,31.74484924,32.11021518,32.49256203,32.89441788,33.31826617,
Liechtenstein,LIE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.574,14.519,14.464,14.41,14.367,14.334,14.313,14.303,14.303,14.315,14.338,14.371,
Sri Lanka,LKA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.257,18.242,18.226,18.211,18.196,18.198,18.218,18.256,18.311,18.384,18.476,18.585,
Lower middle income,LMC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.89177287,35.28887843,35.69528145,36.11232135,36.53360946,36.96186095,37.39632936,37.83902746,38.2876526,38.74402496,39.21004895,39.68585084,
Low & middle income,LMY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.77741015,45.35777223,45.93940669,46.49625893,47.0439863,47.59085649,48.13792962,48.68796018,49.23607221,49.78157374,50.31928833,50.84982866,
Lesotho,LSO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.796,24.293,24.798,25.31,25.704,26.101,26.502,26.908,27.317,27.73,28.153,28.585,
Late-demographic dividend,LTE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.33358399,54.32038545,55.3073779,56.23791068,57.14478144,58.04270215,58.93722437,59.82812389,60.71483182,61.59312711,62.45228866,63.29315024,
Lithuania,LTU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.848,66.842,66.757,66.741,66.864,66.986,67.108,67.23,67.366,67.516,67.679,67.855,
Luxembourg,LUX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.8,88.178,88.547,88.906,89.249,89.574,89.884,90.179,90.46,90.727,90.981,91.223,
Latvia,LVA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.834,67.814,67.841,67.869,67.897,67.925,67.952,67.98,68.021,68.075,68.142,68.222,
"Macao SAR, China",MAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,
St. Martin (French part),MAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,,,,,,,,,,,,,
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.886,57.452,58.018,58.581,59.142,59.7,60.256,60.809,61.36,61.908,62.453,62.994,
Monaco,MCO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,
Moldova,MDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.682,42.651,42.62,42.589,42.558,42.527,42.496,42.49,42.511,42.557,42.629,42.726,
Madagascar,MDG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.67,31.301,31.938,32.58,33.227,33.878,34.534,35.193,35.856,36.522,37.191,37.861,
Maldives,MDV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.61,36.021,36.434,36.849,37.267,37.685,38.106,38.529,38.954,39.38,39.808,40.238,
