Hungary,HUN,Population growth (annual %),SP.POP.GROW,,-0.175097367,-0.154908814,-0.226013876,-0.283360436,-0.516437607,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.126786952,-0.057455644,
IBRD only,IBD,Population growth (annual %),SP.POP.GROW,,1.004240444,1.006413768,0.989086466,0.993759854,0.993853494,0.9913552,0.977548809,0.957267739,0.943736813,0.924225418,0.867442765,0.816182786,
IDA & IBRD total,IBT,Population growth (annual %),SP.POP.GROW,,1.315064672,1.315212961,1.304378359,1.303843216,1.295673429,1.294051453,1.286478813,1.27572204,1.270363672,1.259617885,1.221279361,1.188764433,
IDA total,IDA,Population growth (annual %),SP.POP.GROW,,2.36382798,2.343304696,2.340374245,2.309271582,2.261724619,2.250895351,2.25099877,2.257595479,2.264629011,2.267379098,2.270496517,2.278408703,
IDA blend,IDB,Population growth (annual %),SP.POP.GROW,,2.422714859,2.423393417,2.483388254,2.459937457,2.368756415,2.360263764,2.353080356,2.340505706,2.322873195,2.300381902,2.282201191,2.26855634,
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,,1.323330908,1.329218178,1.337774157,1.347997889,1.351892192,1.340921601,1.310876905,1.267465577,1.219765616,1.175102592,1.133769861,1.100584587,
IDA only,IDX,Population growth (annual %),SP.POP.GROW,,2.334415595,2.303268056,2.268797079,2.233706502,2.20792502,2.195834744,2.199523967,2.215725048,2.235179253,2.250677717,2.264570377,2.283397868,
Isle of Man,IMN,Population growth (annual %),SP.POP.GROW,,1.325991607,1.034056532,0.568448583,0.034169303,-0.416718917,-0.661094694,-0.582813478,-0.304699076,0.063655637,0.372712179,0.571344927,0.60120778,
India,IND,Population growth (annual %),SP.POP.GROW,,1.46489008,1.4105823,1.350339045,1.28857558,1.231622928,1.18301607,1.145623988,1.116633091,1.08988008,1.062597394,1.03732336,1.015106028,
Not classified,INX,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,
Ireland,IRL,Population growth (annual %),SP.POP.GROW,,2.038708011,1.015663276,0.544884384,0.436072439,0.423743803,0.526556159,0.731001377,0.944845307,1.128834064,1.088675561,1.238875453,1.511494038,
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,,1.093200579,1.108950735,1.142144939,1.175824658,1.205151389,1.239418332,1.278126816,1.316350598,1.356248244,1.385380473,1.386479705,1.352226023,
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,,1.685735606,2.048283545,2.618942811,3.252703811,3.720640652,3.896253775,3.714855313,3.316223191,2.877254128,2.540874669,2.318464028,2.254134219,
Iceland,ISL,Population growth (annual %),SP.POP.GROW,,1.859572171,0.341241979,-0.143903,0.305468368,0.532100735,0.9458859,1.112504755,1.041940387,1.388081496,2.345582676,2.678142769,2.406724253,
Israel,ISR,Population growth (annual %),SP.POP.GROW,,1.776579106,2.390207338,1.82675241,1.848077862,1.846151321,1.866052895,1.919543799,1.981288976,1.960348962,1.938725674,1.926622865,1.901250951,
Italy,ITA,Population growth (annual %),SP.POP.GROW,,0.662469253,0.45561345,0.307591222,0.171978291,0.26954124,1.159251117,0.917504096,-0.096376133,-0.169884073,-0.149861117,-0.19006364,-0.206038624,
